variable_1,variable_2,quadratic_coefficient,conflict_type
x_11_23,x_18_34,8.0,crossing_pair
x_11_23,x_18_35,8.0,crossing_pair
x_11_23,x_18_36,8.0,crossing_pair
x_11_23,x_18_40,8.0,crossing_pair
x_11_23,x_18_44,8.0,crossing_pair
x_11_23,x_19_23,8.0,shared_nucleotide
x_11_23,x_19_24,8.0,crossing_pair
x_11_23,x_19_26,8.0,crossing_pair
x_11_23,x_19_27,8.0,crossing_pair
x_11_23,x_19_28,8.0,crossing_pair
x_11_23,x_19_29,8.0,crossing_pair
x_11_23,x_19_31,8.0,crossing_pair
x_11_23,x_19_33,8.0,crossing_pair
x_11_23,x_19_34,8.0,crossing_pair
x_11_23,x_19_35,8.0,crossing_pair
x_11_23,x_19_36,8.0,crossing_pair
x_11_23,x_19_40,8.0,crossing_pair
x_11_23,x_19_44,8.0,crossing_pair
x_11_23,x_20_25,8.0,crossing_pair
x_11_23,x_20_30,8.0,crossing_pair
x_11_23,x_20_32,8.0,crossing_pair
x_11_23,x_20_37,8.0,crossing_pair
x_11_23,x_20_38,8.0,crossing_pair
x_11_23,x_20_39,8.0,crossing_pair
x_11_23,x_20_41,8.0,crossing_pair
x_11_23,x_20_42,8.0,crossing_pair
x_11_23,x_20_43,8.0,crossing_pair
x_11_23,x_21_30,8.0,crossing_pair
x_11_23,x_21_37,8.0,crossing_pair
x_11_23,x_21_38,8.0,crossing_pair
x_11_23,x_21_39,8.0,crossing_pair
x_11_23,x_21_42,8.0,crossing_pair
x_11_23,x_21_43,8.0,crossing_pair
x_11_23,x_22_30,8.0,crossing_pair
x_11_23,x_22_32,8.0,crossing_pair
x_11_23,x_22_37,8.0,crossing_pair
x_11_23,x_22_38,8.0,crossing_pair
x_11_23,x_22_39,8.0,crossing_pair
x_11_23,x_22_41,8.0,crossing_pair
x_11_23,x_22_42,8.0,crossing_pair
x_11_23,x_22_43,8.0,crossing_pair
x_11_23,x_23_30,8.0,shared_nucleotide
x_11_23,x_23_37,8.0,shared_nucleotide
x_11_23,x_23_38,8.0,shared_nucleotide
x_11_23,x_23_39,8.0,shared_nucleotide
x_11_23,x_23_42,8.0,shared_nucleotide
x_11_23,x_23_43,8.0,shared_nucleotide
x_11_24,x_11_26,8.0,shared_nucleotide
x_11_24,x_11_27,8.0,shared_nucleotide
x_11_24,x_11_28,8.0,shared_nucleotide
x_11_24,x_11_29,8.0,shared_nucleotide
x_11_24,x_11_31,8.0,shared_nucleotide
x_11_24,x_11_33,8.0,shared_nucleotide
x_11_24,x_11_34,8.0,shared_nucleotide
x_11_24,x_11_35,8.0,shared_nucleotide
x_11_24,x_11_36,8.0,shared_nucleotide
x_11_24,x_11_40,8.0,shared_nucleotide
x_11_24,x_11_44,8.0,shared_nucleotide
x_11_24,x_12_24,8.0,shared_nucleotide
x_11_24,x_12_26,8.0,crossing_pair
x_11_24,x_12_27,8.0,crossing_pair
x_11_24,x_12_28,8.0,crossing_pair
x_11_24,x_12_29,8.0,crossing_pair
x_11_24,x_12_31,8.0,crossing_pair
x_11_24,x_12_33,8.0,crossing_pair
x_11_24,x_12_34,8.0,crossing_pair
x_11_24,x_12_35,8.0,crossing_pair
x_11_24,x_12_36,8.0,crossing_pair
x_11_24,x_12_40,8.0,crossing_pair
x_11_24,x_12_44,8.0,crossing_pair
x_11_24,x_13_25,8.0,crossing_pair
x_11_24,x_13_30,8.0,crossing_pair
x_11_24,x_13_32,8.0,crossing_pair
x_11_24,x_13_37,8.0,crossing_pair
x_11_24,x_13_38,8.0,crossing_pair
x_11_24,x_13_39,8.0,crossing_pair
x_11_24,x_13_41,8.0,crossing_pair
x_11_24,x_13_42,8.0,crossing_pair
x_11_24,x_13_43,8.0,crossing_pair
x_11_24,x_14_24,8.0,shared_nucleotide
x_11_24,x_14_26,8.0,crossing_pair
x_11_24,x_14_27,8.0,crossing_pair
x_11_24,x_14_28,8.0,crossing_pair
x_11_24,x_14_29,8.0,crossing_pair
x_11_24,x_14_31,8.0,crossing_pair
x_11_24,x_14_33,8.0,crossing_pair
x_11_24,x_14_34,8.0,crossing_pair
x_11_24,x_14_35,8.0,crossing_pair
x_11_24,x_14_36,8.0,crossing_pair
x_11_24,x_14_40,8.0,crossing_pair
x_11_24,x_14_44,8.0,crossing_pair
x_11_24,x_15_34,8.0,crossing_pair
x_11_24,x_15_40,8.0,crossing_pair
x_11_24,x_15_44,8.0,crossing_pair
x_11_24,x_16_25,8.0,crossing_pair
x_11_24,x_16_30,8.0,crossing_pair
x_11_24,x_16_32,8.0,crossing_pair
x_11_24,x_16_37,8.0,crossing_pair
x_11_24,x_16_38,8.0,crossing_pair
x_11_24,x_16_39,8.0,crossing_pair
x_11_24,x_16_41,8.0,crossing_pair
x_11_24,x_16_42,8.0,crossing_pair
x_11_24,x_16_43,8.0,crossing_pair
x_11_24,x_17_30,8.0,crossing_pair
x_11_24,x_17_37,8.0,crossing_pair
x_11_24,x_17_38,8.0,crossing_pair
x_11_24,x_17_39,8.0,crossing_pair
x_11_24,x_17_42,8.0,crossing_pair
x_11_24,x_17_43,8.0,crossing_pair
x_11_24,x_18_24,8.0,shared_nucleotide
x_11_24,x_18_26,8.0,crossing_pair
x_11_24,x_18_27,8.0,crossing_pair
x_11_24,x_18_28,8.0,crossing_pair
x_11_24,x_18_29,8.0,crossing_pair
x_11_24,x_18_31,8.0,crossing_pair
x_11_24,x_18_33,8.0,crossing_pair
x_11_24,x_18_34,8.0,crossing_pair
x_11_24,x_18_35,8.0,crossing_pair
x_11_24,x_18_36,8.0,crossing_pair
x_11_24,x_18_40,8.0,crossing_pair
x_11_24,x_18_44,8.0,crossing_pair
x_11_24,x_19_24,8.0,shared_nucleotide
x_11_24,x_19_26,8.0,crossing_pair
x_11_24,x_19_27,8.0,crossing_pair
x_11_24,x_19_28,8.0,crossing_pair
x_11_24,x_19_29,8.0,crossing_pair
x_11_24,x_19_31,8.0,crossing_pair
x_11_24,x_19_33,8.0,crossing_pair
x_11_24,x_19_34,8.0,crossing_pair
x_11_24,x_19_35,8.0,crossing_pair
x_11_24,x_19_36,8.0,crossing_pair
x_11_24,x_19_40,8.0,crossing_pair
x_11_24,x_19_44,8.0,crossing_pair
x_11_24,x_20_25,8.0,crossing_pair
x_11_24,x_20_30,8.0,crossing_pair
x_11_24,x_20_32,8.0,crossing_pair
x_11_24,x_20_37,8.0,crossing_pair
x_11_24,x_20_38,8.0,crossing_pair
x_11_24,x_20_39,8.0,crossing_pair
x_11_24,x_20_41,8.0,crossing_pair
x_11_24,x_20_42,8.0,crossing_pair
x_11_24,x_20_43,8.0,crossing_pair
x_11_24,x_21_30,8.0,crossing_pair
x_11_24,x_21_37,8.0,crossing_pair
x_11_24,x_21_38,8.0,crossing_pair
x_11_24,x_21_39,8.0,crossing_pair
x_11_24,x_21_42,8.0,crossing_pair
x_11_24,x_21_43,8.0,crossing_pair
x_11_24,x_22_30,8.0,crossing_pair
x_11_24,x_22_32,8.0,crossing_pair
x_11_24,x_22_37,8.0,crossing_pair
x_11_24,x_22_38,8.0,crossing_pair
x_11_24,x_22_39,8.0,crossing_pair
x_11_24,x_22_41,8.0,crossing_pair
x_11_24,x_22_42,8.0,crossing_pair
x_11_24,x_22_43,8.0,crossing_pair
x_11_24,x_23_30,8.0,crossing_pair
x_11_24,x_23_37,8.0,crossing_pair
x_11_24,x_23_38,8.0,crossing_pair
x_11_24,x_23_39,8.0,crossing_pair
x_11_24,x_23_42,8.0,crossing_pair
x_11_24,x_23_43,8.0,crossing_pair
x_11_24,x_24_30,8.0,shared_nucleotide
x_11_24,x_24_37,8.0,shared_nucleotide
x_11_24,x_24_38,8.0,shared_nucleotide
x_11_24,x_24_39,8.0,shared_nucleotide
x_11_24,x_24_42,8.0,shared_nucleotide
x_11_24,x_24_43,8.0,shared_nucleotide
x_11_26,x_11_27,8.0,shared_nucleotide
x_11_26,x_11_28,8.0,shared_nucleotide
x_11_26,x_11_29,8.0,shared_nucleotide
x_11_26,x_11_31,8.0,shared_nucleotide
x_11_26,x_11_33,8.0,shared_nucleotide
x_11_26,x_11_34,8.0,shared_nucleotide
x_11_26,x_11_35,8.0,shared_nucleotide
x_11_26,x_11_36,8.0,shared_nucleotide
x_11_26,x_11_40,8.0,shared_nucleotide
x_11_26,x_11_44,8.0,shared_nucleotide
x_11_26,x_12_26,8.0,shared_nucleotide
x_11_26,x_12_27,8.0,crossing_pair
x_11_26,x_12_28,8.0,crossing_pair
x_11_26,x_12_29,8.0,crossing_pair
x_11_26,x_12_31,8.0,crossing_pair
x_11_26,x_12_33,8.0,crossing_pair
x_11_26,x_12_34,8.0,crossing_pair
x_11_26,x_12_35,8.0,crossing_pair
x_11_26,x_12_36,8.0,crossing_pair
x_11_26,x_12_40,8.0,crossing_pair
x_11_26,x_12_44,8.0,crossing_pair
x_11_26,x_13_30,8.0,crossing_pair
x_11_26,x_13_32,8.0,crossing_pair
x_11_26,x_13_37,8.0,crossing_pair
x_11_26,x_13_38,8.0,crossing_pair
x_11_26,x_13_39,8.0,crossing_pair
x_11_26,x_13_41,8.0,crossing_pair
x_11_26,x_13_42,8.0,crossing_pair
x_11_26,x_13_43,8.0,crossing_pair
x_11_26,x_14_26,8.0,shared_nucleotide
x_11_26,x_14_27,8.0,crossing_pair
x_11_26,x_14_28,8.0,crossing_pair
x_11_26,x_14_29,8.0,crossing_pair
x_11_26,x_14_31,8.0,crossing_pair
x_11_26,x_14_33,8.0,crossing_pair
x_11_26,x_14_34,8.0,crossing_pair
x_11_26,x_14_35,8.0,crossing_pair
x_11_26,x_14_36,8.0,crossing_pair
x_11_26,x_14_40,8.0,crossing_pair
x_11_26,x_14_44,8.0,crossing_pair
x_11_26,x_15_34,8.0,crossing_pair
x_11_26,x_15_40,8.0,crossing_pair
x_11_26,x_15_44,8.0,crossing_pair
x_11_26,x_16_30,8.0,crossing_pair
x_11_26,x_16_32,8.0,crossing_pair
x_11_26,x_16_37,8.0,crossing_pair
x_11_26,x_16_38,8.0,crossing_pair
x_11_26,x_16_39,8.0,crossing_pair
x_11_26,x_16_41,8.0,crossing_pair
x_11_26,x_16_42,8.0,crossing_pair
x_11_26,x_16_43,8.0,crossing_pair
x_11_26,x_17_30,8.0,crossing_pair
x_11_26,x_17_37,8.0,crossing_pair
x_11_26,x_17_38,8.0,crossing_pair
x_11_26,x_17_39,8.0,crossing_pair
x_11_26,x_17_42,8.0,crossing_pair
x_11_26,x_17_43,8.0,crossing_pair
x_11_26,x_18_26,8.0,shared_nucleotide
x_11_26,x_18_27,8.0,crossing_pair
x_11_26,x_18_28,8.0,crossing_pair
x_11_26,x_18_29,8.0,crossing_pair
x_11_26,x_18_31,8.0,crossing_pair
x_11_26,x_18_33,8.0,crossing_pair
x_11_26,x_18_34,8.0,crossing_pair
x_11_26,x_18_35,8.0,crossing_pair
x_11_26,x_18_36,8.0,crossing_pair
x_11_26,x_18_40,8.0,crossing_pair
x_11_26,x_18_44,8.0,crossing_pair
x_11_26,x_19_26,8.0,shared_nucleotide
x_11_26,x_19_27,8.0,crossing_pair
x_11_26,x_19_28,8.0,crossing_pair
x_11_26,x_19_29,8.0,crossing_pair
x_11_26,x_19_31,8.0,crossing_pair
x_11_26,x_19_33,8.0,crossing_pair
x_11_26,x_19_34,8.0,crossing_pair
x_11_26,x_19_35,8.0,crossing_pair
x_11_26,x_19_36,8.0,crossing_pair
x_11_26,x_19_40,8.0,crossing_pair
x_11_26,x_19_44,8.0,crossing_pair
x_11_26,x_20_30,8.0,crossing_pair
x_11_26,x_20_32,8.0,crossing_pair
x_11_26,x_20_37,8.0,crossing_pair
x_11_26,x_20_38,8.0,crossing_pair
x_11_26,x_20_39,8.0,crossing_pair
x_11_26,x_20_41,8.0,crossing_pair
x_11_26,x_20_42,8.0,crossing_pair
x_11_26,x_20_43,8.0,crossing_pair
x_11_26,x_21_30,8.0,crossing_pair
x_11_26,x_21_37,8.0,crossing_pair
x_11_26,x_21_38,8.0,crossing_pair
x_11_26,x_21_39,8.0,crossing_pair
x_11_26,x_21_42,8.0,crossing_pair
x_11_26,x_21_43,8.0,crossing_pair
x_11_26,x_22_30,8.0,crossing_pair
x_11_26,x_22_32,8.0,crossing_pair
x_11_26,x_22_37,8.0,crossing_pair
x_11_26,x_22_38,8.0,crossing_pair
x_11_26,x_22_39,8.0,crossing_pair
x_11_26,x_22_41,8.0,crossing_pair
x_11_26,x_22_42,8.0,crossing_pair
x_11_26,x_22_43,8.0,crossing_pair
x_11_26,x_23_30,8.0,crossing_pair
x_11_26,x_23_37,8.0,crossing_pair
x_11_26,x_23_38,8.0,crossing_pair
x_11_26,x_23_39,8.0,crossing_pair
x_11_26,x_23_42,8.0,crossing_pair
x_11_26,x_23_43,8.0,crossing_pair
x_11_26,x_24_30,8.0,crossing_pair
x_11_26,x_24_37,8.0,crossing_pair
x_11_26,x_24_38,8.0,crossing_pair
x_11_26,x_24_39,8.0,crossing_pair
x_11_26,x_24_42,8.0,crossing_pair
x_11_26,x_24_43,8.0,crossing_pair
x_11_26,x_25_34,8.0,crossing_pair
x_11_26,x_25_40,8.0,crossing_pair
x_11_26,x_25_44,8.0,crossing_pair
x_11_26,x_26_30,8.0,shared_nucleotide
x_11_26,x_26_37,8.0,shared_nucleotide
x_11_26,x_26_38,8.0,shared_nucleotide
x_11_26,x_26_39,8.0,shared_nucleotide
x_11_26,x_26_42,8.0,shared_nucleotide
x_11_26,x_26_43,8.0,shared_nucleotide
x_11_27,x_11_28,8.0,shared_nucleotide
x_11_27,x_11_29,8.0,shared_nucleotide
x_11_27,x_11_31,8.0,shared_nucleotide
x_11_27,x_11_33,8.0,shared_nucleotide
x_11_27,x_11_34,8.0,shared_nucleotide
x_11_27,x_11_35,8.0,shared_nucleotide
x_11_27,x_11_36,8.0,shared_nucleotide
x_11_27,x_11_40,8.0,shared_nucleotide
x_11_27,x_11_44,8.0,shared_nucleotide
x_11_27,x_12_27,8.0,shared_nucleotide
x_11_27,x_12_28,8.0,crossing_pair
x_11_27,x_12_29,8.0,crossing_pair
x_11_27,x_12_31,8.0,crossing_pair
x_11_27,x_12_33,8.0,crossing_pair
x_11_27,x_12_34,8.0,crossing_pair
x_11_27,x_12_35,8.0,crossing_pair
x_11_27,x_12_36,8.0,crossing_pair
x_11_27,x_12_40,8.0,crossing_pair
x_11_27,x_12_44,8.0,crossing_pair
x_11_27,x_13_30,8.0,crossing_pair
x_11_27,x_13_32,8.0,crossing_pair
x_11_27,x_13_37,8.0,crossing_pair
x_11_27,x_13_38,8.0,crossing_pair
x_11_27,x_13_39,8.0,crossing_pair
x_11_27,x_13_41,8.0,crossing_pair
x_11_27,x_13_42,8.0,crossing_pair
x_11_27,x_13_43,8.0,crossing_pair
x_11_27,x_14_27,8.0,shared_nucleotide
x_11_27,x_14_28,8.0,crossing_pair
x_11_27,x_14_29,8.0,crossing_pair
x_11_27,x_14_31,8.0,crossing_pair
x_11_27,x_14_33,8.0,crossing_pair
x_11_27,x_14_34,8.0,crossing_pair
x_11_27,x_14_35,8.0,crossing_pair
x_11_27,x_14_36,8.0,crossing_pair
x_11_27,x_14_40,8.0,crossing_pair
x_11_27,x_14_44,8.0,crossing_pair
x_11_27,x_15_34,8.0,crossing_pair
x_11_27,x_15_40,8.0,crossing_pair
x_11_27,x_15_44,8.0,crossing_pair
x_11_27,x_16_30,8.0,crossing_pair
x_11_27,x_16_32,8.0,crossing_pair
x_11_27,x_16_37,8.0,crossing_pair
x_11_27,x_16_38,8.0,crossing_pair
x_11_27,x_16_39,8.0,crossing_pair
x_11_27,x_16_41,8.0,crossing_pair
x_11_27,x_16_42,8.0,crossing_pair
x_11_27,x_16_43,8.0,crossing_pair
x_11_27,x_17_30,8.0,crossing_pair
x_11_27,x_17_37,8.0,crossing_pair
x_11_27,x_17_38,8.0,crossing_pair
x_11_27,x_17_39,8.0,crossing_pair
x_11_27,x_17_42,8.0,crossing_pair
x_11_27,x_17_43,8.0,crossing_pair
x_11_27,x_18_27,8.0,shared_nucleotide
x_11_27,x_18_28,8.0,crossing_pair
x_11_27,x_18_29,8.0,crossing_pair
x_11_27,x_18_31,8.0,crossing_pair
x_11_27,x_18_33,8.0,crossing_pair
x_11_27,x_18_34,8.0,crossing_pair
x_11_27,x_18_35,8.0,crossing_pair
x_11_27,x_18_36,8.0,crossing_pair
x_11_27,x_18_40,8.0,crossing_pair
x_11_27,x_18_44,8.0,crossing_pair
x_11_27,x_19_27,8.0,shared_nucleotide
x_11_27,x_19_28,8.0,crossing_pair
x_11_27,x_19_29,8.0,crossing_pair
x_11_27,x_19_31,8.0,crossing_pair
x_11_27,x_19_33,8.0,crossing_pair
x_11_27,x_19_34,8.0,crossing_pair
x_11_27,x_19_35,8.0,crossing_pair
x_11_27,x_19_36,8.0,crossing_pair
x_11_27,x_19_40,8.0,crossing_pair
x_11_27,x_19_44,8.0,crossing_pair
x_11_27,x_20_30,8.0,crossing_pair
x_11_27,x_20_32,8.0,crossing_pair
x_11_27,x_20_37,8.0,crossing_pair
x_11_27,x_20_38,8.0,crossing_pair
x_11_27,x_20_39,8.0,crossing_pair
x_11_27,x_20_41,8.0,crossing_pair
x_11_27,x_20_42,8.0,crossing_pair
x_11_27,x_20_43,8.0,crossing_pair
x_11_27,x_21_30,8.0,crossing_pair
x_11_27,x_21_37,8.0,crossing_pair
x_11_27,x_21_38,8.0,crossing_pair
x_11_27,x_21_39,8.0,crossing_pair
x_11_27,x_21_42,8.0,crossing_pair
x_11_27,x_21_43,8.0,crossing_pair
x_11_27,x_22_30,8.0,crossing_pair
x_11_27,x_22_32,8.0,crossing_pair
x_11_27,x_22_37,8.0,crossing_pair
x_11_27,x_22_38,8.0,crossing_pair
x_11_27,x_22_39,8.0,crossing_pair
x_11_27,x_22_41,8.0,crossing_pair
x_11_27,x_22_42,8.0,crossing_pair
x_11_27,x_22_43,8.0,crossing_pair
x_11_27,x_23_30,8.0,crossing_pair
x_11_27,x_23_37,8.0,crossing_pair
x_11_27,x_23_38,8.0,crossing_pair
x_11_27,x_23_39,8.0,crossing_pair
x_11_27,x_23_42,8.0,crossing_pair
x_11_27,x_23_43,8.0,crossing_pair
x_11_27,x_24_30,8.0,crossing_pair
x_11_27,x_24_37,8.0,crossing_pair
x_11_27,x_24_38,8.0,crossing_pair
x_11_27,x_24_39,8.0,crossing_pair
x_11_27,x_24_42,8.0,crossing_pair
x_11_27,x_24_43,8.0,crossing_pair
x_11_27,x_25_34,8.0,crossing_pair
x_11_27,x_25_40,8.0,crossing_pair
x_11_27,x_25_44,8.0,crossing_pair
x_11_27,x_26_30,8.0,crossing_pair
x_11_27,x_26_37,8.0,crossing_pair
x_11_27,x_26_38,8.0,crossing_pair
x_11_27,x_26_39,8.0,crossing_pair
x_11_27,x_26_42,8.0,crossing_pair
x_11_27,x_26_43,8.0,crossing_pair
x_11_27,x_27_37,8.0,shared_nucleotide
x_11_27,x_27_38,8.0,shared_nucleotide
x_11_27,x_27_39,8.0,shared_nucleotide
x_11_27,x_27_42,8.0,shared_nucleotide
x_11_27,x_27_43,8.0,shared_nucleotide
x_11_28,x_11_29,8.0,shared_nucleotide
x_11_28,x_11_31,8.0,shared_nucleotide
x_11_28,x_11_33,8.0,shared_nucleotide
x_11_28,x_11_34,8.0,shared_nucleotide
x_11_28,x_11_35,8.0,shared_nucleotide
x_11_28,x_11_36,8.0,shared_nucleotide
x_11_28,x_11_40,8.0,shared_nucleotide
x_11_28,x_11_44,8.0,shared_nucleotide
x_11_28,x_12_28,8.0,shared_nucleotide
x_11_28,x_12_29,8.0,crossing_pair
x_11_28,x_12_31,8.0,crossing_pair
x_11_28,x_12_33,8.0,crossing_pair
x_11_28,x_12_34,8.0,crossing_pair
x_11_28,x_12_35,8.0,crossing_pair
x_11_28,x_12_36,8.0,crossing_pair
x_11_28,x_12_40,8.0,crossing_pair
x_11_28,x_12_44,8.0,crossing_pair
x_11_28,x_13_30,8.0,crossing_pair
x_11_28,x_13_32,8.0,crossing_pair
x_11_28,x_13_37,8.0,crossing_pair
x_11_28,x_13_38,8.0,crossing_pair
x_11_28,x_13_39,8.0,crossing_pair
x_11_28,x_13_41,8.0,crossing_pair
x_11_28,x_13_42,8.0,crossing_pair
x_11_28,x_13_43,8.0,crossing_pair
x_11_28,x_14_28,8.0,shared_nucleotide
x_11_28,x_14_29,8.0,crossing_pair
x_11_28,x_14_31,8.0,crossing_pair
x_11_28,x_14_33,8.0,crossing_pair
x_11_28,x_14_34,8.0,crossing_pair
x_11_28,x_14_35,8.0,crossing_pair
x_11_28,x_14_36,8.0,crossing_pair
x_11_28,x_14_40,8.0,crossing_pair
x_11_28,x_14_44,8.0,crossing_pair
x_11_28,x_15_34,8.0,crossing_pair
x_11_28,x_15_40,8.0,crossing_pair
x_11_28,x_15_44,8.0,crossing_pair
x_11_28,x_16_30,8.0,crossing_pair
x_11_28,x_16_32,8.0,crossing_pair
x_11_28,x_16_37,8.0,crossing_pair
x_11_28,x_16_38,8.0,crossing_pair
x_11_28,x_16_39,8.0,crossing_pair
x_11_28,x_16_41,8.0,crossing_pair
x_11_28,x_16_42,8.0,crossing_pair
x_11_28,x_16_43,8.0,crossing_pair
x_11_28,x_17_30,8.0,crossing_pair
x_11_28,x_17_37,8.0,crossing_pair
x_11_28,x_17_38,8.0,crossing_pair
x_11_28,x_17_39,8.0,crossing_pair
x_11_28,x_17_42,8.0,crossing_pair
x_11_28,x_17_43,8.0,crossing_pair
x_11_28,x_18_28,8.0,shared_nucleotide
x_11_28,x_18_29,8.0,crossing_pair
x_11_28,x_18_31,8.0,crossing_pair
x_11_28,x_18_33,8.0,crossing_pair
x_11_28,x_18_34,8.0,crossing_pair
x_11_28,x_18_35,8.0,crossing_pair
x_11_28,x_18_36,8.0,crossing_pair
x_11_28,x_18_40,8.0,crossing_pair
x_11_28,x_18_44,8.0,crossing_pair
x_11_28,x_19_28,8.0,shared_nucleotide
x_11_28,x_19_29,8.0,crossing_pair
x_11_28,x_19_31,8.0,crossing_pair
x_11_28,x_19_33,8.0,crossing_pair
x_11_28,x_19_34,8.0,crossing_pair
x_11_28,x_19_35,8.0,crossing_pair
x_11_28,x_19_36,8.0,crossing_pair
x_11_28,x_19_40,8.0,crossing_pair
x_11_28,x_19_44,8.0,crossing_pair
x_11_28,x_20_30,8.0,crossing_pair
x_11_28,x_20_32,8.0,crossing_pair
x_11_28,x_20_37,8.0,crossing_pair
x_11_28,x_20_38,8.0,crossing_pair
x_11_28,x_20_39,8.0,crossing_pair
x_11_28,x_20_41,8.0,crossing_pair
x_11_28,x_20_42,8.0,crossing_pair
x_11_28,x_20_43,8.0,crossing_pair
x_11_28,x_21_30,8.0,crossing_pair
x_11_28,x_21_37,8.0,crossing_pair
x_11_28,x_21_38,8.0,crossing_pair
x_11_28,x_21_39,8.0,crossing_pair
x_11_28,x_21_42,8.0,crossing_pair
x_11_28,x_21_43,8.0,crossing_pair
x_11_28,x_22_30,8.0,crossing_pair
x_11_28,x_22_32,8.0,crossing_pair
x_11_28,x_22_37,8.0,crossing_pair
x_11_28,x_22_38,8.0,crossing_pair
x_11_28,x_22_39,8.0,crossing_pair
x_11_28,x_22_41,8.0,crossing_pair
x_11_28,x_22_42,8.0,crossing_pair
x_11_28,x_22_43,8.0,crossing_pair
x_11_28,x_23_30,8.0,crossing_pair
x_11_28,x_23_37,8.0,crossing_pair
x_11_28,x_23_38,8.0,crossing_pair
x_11_28,x_23_39,8.0,crossing_pair
x_11_28,x_23_42,8.0,crossing_pair
x_11_28,x_23_43,8.0,crossing_pair
x_11_28,x_24_30,8.0,crossing_pair
x_11_28,x_24_37,8.0,crossing_pair
x_11_28,x_24_38,8.0,crossing_pair
x_11_28,x_24_39,8.0,crossing_pair
x_11_28,x_24_42,8.0,crossing_pair
x_11_28,x_24_43,8.0,crossing_pair
x_11_28,x_25_34,8.0,crossing_pair
x_11_28,x_25_40,8.0,crossing_pair
x_11_28,x_25_44,8.0,crossing_pair
x_11_28,x_26_30,8.0,crossing_pair
x_11_28,x_26_37,8.0,crossing_pair
x_11_28,x_26_38,8.0,crossing_pair
x_11_28,x_26_39,8.0,crossing_pair
x_11_28,x_26_42,8.0,crossing_pair
x_11_28,x_26_43,8.0,crossing_pair
x_11_28,x_27_37,8.0,crossing_pair
x_11_28,x_27_38,8.0,crossing_pair
x_11_28,x_27_39,8.0,crossing_pair
x_11_28,x_27_42,8.0,crossing_pair
x_11_28,x_27_43,8.0,crossing_pair
x_11_28,x_28_37,8.0,shared_nucleotide
x_11_28,x_28_38,8.0,shared_nucleotide
x_11_28,x_28_39,8.0,shared_nucleotide
x_11_28,x_28_42,8.0,shared_nucleotide
x_11_28,x_28_43,8.0,shared_nucleotide
x_11_29,x_11_31,8.0,shared_nucleotide
x_11_29,x_11_33,8.0,shared_nucleotide
x_11_29,x_11_34,8.0,shared_nucleotide
x_11_29,x_11_35,8.0,shared_nucleotide
x_11_29,x_11_36,8.0,shared_nucleotide
x_11_29,x_11_40,8.0,shared_nucleotide
x_11_29,x_11_44,8.0,shared_nucleotide
x_11_29,x_12_29,8.0,shared_nucleotide
x_11_29,x_12_31,8.0,crossing_pair
x_11_29,x_12_33,8.0,crossing_pair
x_11_29,x_12_34,8.0,crossing_pair
x_11_29,x_12_35,8.0,crossing_pair
x_11_29,x_12_36,8.0,crossing_pair
x_11_29,x_12_40,8.0,crossing_pair
x_11_29,x_12_44,8.0,crossing_pair
x_11_29,x_13_30,8.0,crossing_pair
x_11_29,x_13_32,8.0,crossing_pair
x_11_29,x_13_37,8.0,crossing_pair
x_11_29,x_13_38,8.0,crossing_pair
x_11_29,x_13_39,8.0,crossing_pair
x_11_29,x_13_41,8.0,crossing_pair
x_11_29,x_13_42,8.0,crossing_pair
x_11_29,x_13_43,8.0,crossing_pair
x_11_29,x_14_29,8.0,shared_nucleotide
x_11_29,x_14_31,8.0,crossing_pair
x_11_29,x_14_33,8.0,crossing_pair
x_11_29,x_14_34,8.0,crossing_pair
x_11_29,x_14_35,8.0,crossing_pair
x_11_29,x_14_36,8.0,crossing_pair
x_11_29,x_14_40,8.0,crossing_pair
x_11_29,x_14_44,8.0,crossing_pair
x_11_29,x_15_34,8.0,crossing_pair
x_11_29,x_15_40,8.0,crossing_pair
x_11_29,x_15_44,8.0,crossing_pair
x_11_29,x_16_30,8.0,crossing_pair
x_11_29,x_16_32,8.0,crossing_pair
x_11_29,x_16_37,8.0,crossing_pair
x_11_29,x_16_38,8.0,crossing_pair
x_11_29,x_16_39,8.0,crossing_pair
x_11_29,x_16_41,8.0,crossing_pair
x_11_29,x_16_42,8.0,crossing_pair
x_11_29,x_16_43,8.0,crossing_pair
x_11_29,x_17_30,8.0,crossing_pair
x_11_29,x_17_37,8.0,crossing_pair
x_11_29,x_17_38,8.0,crossing_pair
x_11_29,x_17_39,8.0,crossing_pair
x_11_29,x_17_42,8.0,crossing_pair
x_11_29,x_17_43,8.0,crossing_pair
x_11_29,x_18_29,8.0,shared_nucleotide
x_11_29,x_18_31,8.0,crossing_pair
x_11_29,x_18_33,8.0,crossing_pair
x_11_29,x_18_34,8.0,crossing_pair
x_11_29,x_18_35,8.0,crossing_pair
x_11_29,x_18_36,8.0,crossing_pair
x_11_29,x_18_40,8.0,crossing_pair
x_11_29,x_18_44,8.0,crossing_pair
x_11_29,x_19_29,8.0,shared_nucleotide
x_11_29,x_19_31,8.0,crossing_pair
x_11_29,x_19_33,8.0,crossing_pair
x_11_29,x_19_34,8.0,crossing_pair
x_11_29,x_19_35,8.0,crossing_pair
x_11_29,x_19_36,8.0,crossing_pair
x_11_29,x_19_40,8.0,crossing_pair
x_11_29,x_19_44,8.0,crossing_pair
x_11_29,x_20_30,8.0,crossing_pair
